%time,field.force.x,field.force.y,field.force.z,field.position.x,field.position.y,field.position.z
1454689389719306490,0.0,0.0,0.0,0.186242595977,-0.0211715091116,0.0252894911539
1454689389719321910,0.0,0.0,0.0,0.186242595977,-0.0211715091116,0.0252894911539
1454689389722792345,0.0,0.0,0.0,0.186242595977,-0.0211715091116,0.0252894911539
1454689389726232250,0.0,0.0,0.0,0.186242595977,-0.0211715091116,0.0252894911539
1454689389730020404,0.0,0.0,0.0,0.186242595977,-0.0211715091116,0.0252894911539
1454689389732740950,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389736004158,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389739472945,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389742753707,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389746346915,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389751963601,0.0,0.0,0.0,0.186365620412,-0.0215009318435,0.0258014277341
1454689389755097859,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389756466280,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389759684858,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389763150168,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389766499451,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389769438195,0.0,0.0,0.0,0.186571018345,-0.0215267803546,0.0260695020512
1454689389773272509,0.0,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389776985249,0.00131402172111,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389779385435,0.00131402172111,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389782765742,0.00131402172111,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389786078818,0.00131402172111,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389790108756,0.00131402172111,0.0,0.0,0.186627399033,-0.0214172895788,0.0258995162775
1454689389793200700,0.00131402172111,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389796247075,0.00131402172111,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389799852989,0.00131402172111,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389803200392,0.00131402172111,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389806506039,0.00131402172111,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389814064562,0.000980381275267,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389814289364,0.000980381275267,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389816486827,0.000980381275267,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389819785403,0.000980381275267,0.0,0.0,0.186600111946,-0.0213879593255,0.0257107143422
1454689389823210529,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389826543176,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389829900714,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389833011129,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389836485045,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389839855026,0.000980381275267,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389843719874,0.000863386562068,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389848331533,0.000863386562068,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389849836889,0.000863386562068,0.0,0.0,0.186485248161,-0.0212801019088,0.0253903324227
1454689389853143257,0.000863386562068,0.0,0.0,0.186489028777,-0.0211434119601,0.0253511990317
1454689389856633184,0.000863386562068,0.0,0.0,0.186489028777,-0.0211434119601,0.0253511990317
1454689389859929715,0.000863386562068,0.0,0.0,0.186489028777,-0.0211434119601,0.0253511990317
