%time,field.force.x,field.force.y,field.force.z,field.position.x,field.position.y,field.position.z
1454689657322255897,0.0,0.0,0.0,0.17892445773,-0.0221584626846,0.0123130084872
1454689657323067789,0.0,0.0,0.0,0.17892445773,-0.0221584626846,0.0123130084872
1454689657326553938,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657330211375,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657333007859,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657337486433,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657339473376,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657343163009,0.0,0.0,0.0,0.178837346697,-0.0219288385336,0.012060577233
1454689657346537137,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657349929621,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657353321234,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657356165176,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657359576093,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657363181349,0.0,0.0,0.0,0.178879660532,-0.0219547074346,0.0122206297812
1454689657366512806,0.0,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657370632976,-0.000915935712469,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657373112494,-0.000915935712469,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657376549526,-0.000915935712469,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657379598346,-0.000915935712469,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657383930601,-0.000915935712469,0.0,0.0,0.178946293089,-0.021961651525,0.0124805849317
1454689657386550163,-0.000915935712469,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657390194199,-0.000915935712469,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657393308147,-0.000915935712469,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657396701735,-0.000915935712469,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657399949620,-0.000915935712469,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657406403839,-0.000785048991733,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657408683125,-0.000785048991733,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657409933127,-0.000785048991733,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657413575731,-0.000785048991733,0.0,0.0,0.178919345476,-0.0219574081717,0.0126530684829
1454689657416378521,-0.000785048991733,0.0,0.0,0.178811685261,-0.0219545990584,0.0127872577675
1454689657419824418,-0.000785048991733,0.0,0.0,0.178811685261,-0.0219545990584,0.0127872577675
1454689657423277555,-0.000785048991733,0.0,0.0,0.178811685261,-0.0219545990584,0.0127872577675
1454689657426503975,-0.000785048991733,0.0,0.0,0.178811685261,-0.0219545990584,0.0127872577675
