%time,field.sys_time,field.q0,field.q1,field.dq0,field.dq1,field.sac0,field.u0
1463693283451026297,0.0,0.0,0.0,0.0,0.0,0.0,0.813321709633
1463693283452431908,0.00833333376795,3.14075469971,-2.73543858528,-0.10056874156,0.202043995261,0.0,0.0
1463693283469992358,0.0250000003725,3.13992118835,-2.73375487328,0.000553424935788,0.0,0.0,-0.202043995261
1463693283486699473,0.0416666679084,3.13885951042,-2.73160147667,-0.127935484052,0.258404225111,0.0,0.202043995261
1463693283502355323,0.0583333335817,3.13758301735,-2.72899985313,-0.0252479165792,0.0537893772125,0.0,-0.258404225111
1463693283520151094,0.0750000029802,3.13723182678,-2.72823572159,-0.0168992653489,0.0379170365632,0.0,0.204614847898
1463693283536844348,0.0916666686535,3.13711118698,-2.72791981697,0.00241044792347,0.0,0.0,0.0158723406494
1463693283553190130,0.108333334327,3.13797569275,-2.72957015038,0.101347722113,-0.198058962822,0.0,0.0379170365632
1463693283570370343,0.125,3.13884162903,-2.7312207222,0.00256816716865,0.0,0.0,0.198058962822
1463693283588133547,0.141666665673,3.13851523399,-2.73047542572,-0.0417356230319,0.0894321650267,0.0,-0.198058962822
1463693283602363077,0.158333331347,3.13909816742,-2.73154592514,0.111679360271,-0.217874675989,0.0,-0.0894321650267
1463693283629851997,0.17499999702,3.14026999474,-2.7337975502,0.0289430301636,-0.0523310527205,0.0,0.307306826115
1463693283636218201,0.191666662693,3.1405351162,-2.73423361778,0.00286287954077,0.0,0.0,-0.165543615818
1463693283653341983,0.208333328366,3.14155292511,-2.73618149757,0.119288429618,-0.233755484223,0.0,-0.0523310527205
1463693283670292492,0.22499999404,3.14267611504,-2.7383491993,0.0154892895371,-0.0263716410846,0.0,0.233755484223
1463693283686198610,0.241666659713,3.14282369614,-2.73856902122,0.00219971034676,0.0,0.0,-0.207383841276
1463693283703109473,0.258333325386,3.14373993874,-2.74033856392,0.107775002718,-0.21232496202,0.0,-0.0263716410846
1463693283719327442,0.27500000596,3.14700961113,-2.74684882164,0.284581631422,-0.56892824173,0.0,0.21232496202
1463693283736742600,0.291666656733,3.14937782288,-2.7515900135,-0.000412585883169,0.0,0.0,0.356603294611
1463693283754005371,0.308333337307,3.1503071785,-2.75348138809,0.11193163693,-0.226976796985,0.0,-0.56892824173
1463693283771015873,0.324999988079,3.15278363228,-2.75851273537,0.185244485736,-0.376780062914,0.0,0.226976796985
1463693283785866363,0.341666668653,3.1542930603,-2.76165246964,-0.00408998737112,0.0,0.0,0.149803265929
1463693283802339743,0.358333319426,3.15361952782,-2.76045298576,-0.0767454952002,0.143940672278,0.0,-0.376780062914
1463693283830898311,0.375,3.15293240547,-2.75925350189,-0.00571110611781,0.0,-20.0,-0.143940672278
1463693283835440537,0.391666680574,3.15200138092,-2.75758934021,-0.106000468135,0.199696809053,-20.0,0.143940672278
1463693283852282334,0.408333331347,3.14885044098,-2.75148534775,-0.272136777639,0.532806813717,-20.0,-0.199696809053
1463693283870116109,0.425000011921,3.14437222481,-2.74270868301,-0.265234470367,0.520391881466,-20.0,-0.333110034466
1463693283886258844,0.441666662693,3.14211893082,-2.73837208748,-0.00515158427879,0.0,-20.0,0.012414932251
1463693283902962938,0.458333343267,3.13604402542,-2.72634029388,-0.723841905594,1.44379711151,-20.0,0.520391881466
1463693283919829481,0.47499999404,3.11679530144,-2.68777775764,-1.58601224422,3.18370008469,-20.0,-1.44379711151
1463693283936586187,0.491666674614,3.10363984108,-2.661247015,0.00736049981788,0.0,-20.0,-1.73990297318
1463693283953071511,0.508333325386,3.08361816406,-2.62070465088,-2.40996456146,4.8650841713,-20.0,3.18370008469
1463693283971032945,0.524999976158,3.04781699181,-2.54813694954,-1.88618469238,3.84302830696,-20.0,-4.8650841713
1463693283986350698,0.541666686535,3.03236699104,-2.51611185074,0.0322077535093,0.0,-20.0,1.02205574512
1463693284003018489,0.558333337307,3.00481891632,-2.45922756195,-3.33798456192,6.82611846924,-20.0,3.84302830696
1463693284036031918,0.574999988079,2.97735524178,-2.40234327316,0.0423352792859,0.0,0.0,-6.82611846924
1463693284038905214,0.591666638851,2.94580698013,-2.33647608757,-3.8281211853,7.90403699875,0.0,6.82611846924
1463693284052264440,0.608333349228,2.91424655914,-2.2706091404,0.0408630035818,0.0,0.0,-7.90403699875
1463693284071145381,0.625,2.87744617462,-2.19306826591,-4.45689105988,9.30492401123,0.0,7.90403699875
1463693284085856464,0.641666650772,2.81718754768,-2.06669807434,-2.77416825294,5.85948467255,0.0,-9.30492401123
1463693284103205874,0.658333361149,2.79413676262,-2.01786899567,0.00808482058346,0.0,0.0,3.4454395771
1463693284119758858,0.675000011921,2.75543284416,-1.93445563316,-4.6525645256,10.0096158981,0.0,5.85948467255
1463693284136791694,0.691666662693,2.68754601479,-1.78791296482,-3.49384713173,7.57550239563,0.0,-10.0096158981
1463693284152854215,0.708333313465,2.62875747681,-1.65940225124,-3.56077647209,7.84578514099,0.0,2.43411374092
1463693284170493517,0.725000023842,2.59776949883,-1.5940207243,-0.157788664103,0.0,0.0,-0.270282953978
1463693284186970982,0.741666674614,2.55152201653,-1.49080681801,-5.39189195633,12.3856658936,0.0,7.84578514099
1463693284203563552,0.758333325386,2.50365185738,-1.38759291172,-0.35253188014,0.0,0.0,-12.3856658936
1463693284241647609,0.774999976158,2.45450377464,-1.27821207047,-5.5452337265,13.1257066727,0.0,12.3856658936
1463693284246337728,0.791666686535,2.37597346306,-1.09517920017,-3.87842440605,8.8382396698,0.0,-13.1257066727
