%time,field.sys_time,field.q0,field.q1,field.dq0,field.dq1,field.sac0,field.u0
1463693038054746535,0.258333325386,3.14488959312,-1.57710313797,0.00133758888114,-0.00954756699502,0.0,0.0470845848322
1463693038071817733,0.27500000596,3.14568638802,-1.57882285118,0.0942777618766,-0.196818709373,0.0,0.00954756699502
1463693038088624745,0.291666656733,3.14643478394,-1.5804630518,-0.00447704503313,0.0,0.0,0.187271133065
1463693038105166800,0.308333337307,3.14760994911,-1.58298027515,0.145502865314,-0.302063345909,0.0,-0.196818709373
1463693038128247682,0.324999988079,3.15090918541,-1.58979094028,0.250408172607,-0.515218913555,0.0,0.302063345909
1463693038137969196,0.341666668653,3.15292930603,-1.59408438206,-0.00799595471472,0.0,0.0,0.213155567646
1463693038155543416,0.358333319426,3.15781807899,-1.60418903828,0.594644248486,-1.21255099773,0.0,-0.515218913555
1463693038172173799,0.375,3.16688156128,-1.62276601791,0.492985248566,-1.01669704914,0.0,1.21255099773
1463693038189161677,0.391666680574,3.17084550858,-1.63123857975,-0.0173049718142,0.0,0.0,-0.195853874087
1463693038205584999,0.408333331347,3.17482590675,-1.6398563385,0.49492931366,-1.03412973881,0.0,-1.01669704914
1463693038221660139,0.425000011921,3.17850637436,-1.64799320698,-0.0532526038587,0.0576975904405,0.0,1.03412973881
1463693038238463011,0.441666662693,3.17657780647,-1.64498484135,-0.178169637918,0.303302913904,0.0,-1.09182727337
1463693038256441910,0.458333343267,3.17484927177,-1.64245736599,-0.0292699895799,0.0,0.0,-0.245605319738
1463693038271731027,0.47499999404,3.16602611542,-1.62574601173,-1.02951025963,2.00536322594,0.0,0.303302913904
1463693038288693676,0.491666674614,3.14644360542,-1.58740353584,-1.32039129734,2.59572577477,0.0,-2.00536322594
1463693038305727529,0.508333325386,3.12124109268,-1.53762221336,-1.70389938354,3.37803936005,0.0,-0.590362608433
1463693038324452526,0.524999976158,3.10693025589,-1.50947189331,-0.0134132364765,0.0,0.0,-0.782313644886
1463693038338789195,0.541666686535,3.0800652504,-1.45588755608,-3.21036934853,6.43011474609,0.0,3.37803936005
