%time,field.sys_time,field.theta,field.y,field.dtheta,field.dy,field.sac
1459181066863195646,0.00833333376795,3.14159274101,-1.55471110344,0.0,0.0,0.0
1459181066870052904,0.0250000003725,3.13959789276,-1.5507183075,-0.239385411143,0.479132443666,0.0
1459181066887274953,0.0416666679084,3.1366417408,-1.54479491711,-0.115325033665,0.231674462557,0.0
1459181066904538708,0.0583333335817,3.13568878174,-1.54286432266,0.000953517330345,0.0,0.0
1459181066939001441,0.0750000029802,3.13479423523,-1.54103410244,-0.108294002712,0.219627425075,0.0
1459181066945074619,0.0916666686535,3.13354992867,-1.53848445415,-0.041020847857,0.0863246768713,0.0
1459181066954039413,0.108333334327,3.13323163986,-1.5377651453,0.00280930125155,0.0,0.0
1459181066971596027,0.125,3.1357228756,-1.54264676571,0.296156257391,-0.585795938969,0.0
1459181066987425627,0.141666665673,3.13822126389,-1.54752838612,0.00363531592302,0.0,0.0
1459181067004816082,0.158333331347,3.13946843147,-1.54989910126,0.146044492722,-0.28449216485,0.0
1459181067021008468,0.17499999702,3.14071822166,-1.55226993561,0.00391929596663,0.0,0.0
1459181067037283924,0.191666662693,3.14306497574,-1.55683505535,0.277690291405,-0.547820985317,0.0
1459181067054650244,0.208333328366,3.14540863037,-1.5614002943,0.0035633740481,0.0,0.0
1459181067071663516,0.22499999404,3.14600014687,-1.56247019768,0.0673949196935,-0.128392443061,0.0
1459181067087917333,0.241666659713,3.14688229561,-1.56413471699,0.0384611785412,-0.071349054575,0.0
1459181067103908647,0.258333325386,3.1472222805,-1.56472933292,0.00233992165886,0.0,0.0
1459181067120854351,0.27500000596,3.14891004562,-1.5680372715,0.200201541185,-0.396954268217,0.0
1459181067145911260,0.291666656733,3.15058732033,-1.57134521008,0.00106495933142,0.0,0.0
1459181067154052692,0.308333337307,3.15437436104,-1.57890200615,0.453376859426,-0.9068120718,0.0
1459181067171448886,0.324999988079,3.16019415855,-1.59056556225,0.24502043426,-0.492817550898,0.0
1459181067187691760,0.341666668653,3.16275429726,-1.59575891495,0.0621949955821,-0.130392715335,0.0
1459181067204766579,0.358333319426,3.16323328018,-1.59684550762,-0.00473348982632,0.0,0.0
1459181067222908679,0.375,3.16619610786,-1.60296440125,0.36027571559,-0.734266757965,0.0
1459181067238171961,0.391666680574,3.17120099068,-1.61324048042,0.240300014615,-0.49885943532,0.0
1459181067254414360,0.408333331347,3.17310762405,-1.61739766598,-0.0114988274872,0.0,0.0
1459181067270780763,0.425000011921,3.17793011665,-1.62748146057,0.590218484402,-1.21005499363,0.0
1459181067288932929,0.441666662693,3.18792676926,-1.64802920818,0.609374344349,-1.25566804409,0.0
1459181067304799078,0.458333343267,3.19282484055,-1.65849304199,-0.0216156523675,0.0,0.0
1459181067341519614,0.47499999404,3.2040886879,-1.68185722828,1.37328124046,-2.80369973183,0.0
1459181067344670134,0.491666674614,3.21527957916,-1.70522141457,-0.0303794313222,0.0,0.0
1459181067353946930,0.508333325386,3.22871136665,-1.73329150677,1.64219367504,-3.36840963364,0.0
1459181067371999462,0.524999976158,3.2539525032,-1.78529930115,1.38673472404,-2.87253284454,0.0
1459181067387285154,0.541666686535,3.26510667801,-1.80923712254,-0.0482127070427,0.0,0.0
1459181067403991736,0.558333337307,3.28508377075,-1.85130620003,2.44545078278,-5.04829740524,0.0
1459181067423037027,0.574999988079,3.31904625893,-1.9219083786,1.63006258011,-3.42396521568,0.0
1459181067437959246,0.591666638851,3.3320813179,-1.95044147968,-0.0658577308059,0.0,0.0
1459181067453889244,0.608333349228,3.35875725746,-2.00728845596,3.26694941521,-6.82163906097,0.0
1459181067471574466,0.625,3.38546180725,-2.06413555145,-0.062401086092,0.0,0.0
1459181067487921563,0.641666650772,3.40857601166,-2.11427164078,2.83611655235,-6.01634407043,0.0
1459181067504632259,0.658333361149,3.44767022133,-2.19790506363,1.85519301891,-4.01967573166,0.0
1459181067520799250,0.675000011921,3.47829174995,-2.26473784447,1.81938612461,-4.00024604797,0.0
1459181067555237035,0.691666662693,3.51761507988,-2.35110020638,2.89941716194,-6.36322546005,0.0
1459181067560941985,0.708333313465,3.54125547409,-2.40412688255,-0.0625638961792,0.0,0.0
1459181067570123883,0.725000023842,3.53994846344,-2.40412688255,-0.0942849442363,0.0,0.0
1459181067587227061,0.741666674614,3.56262946129,-2.4573302269,2.81600427628,-6.38439178467,0.0
1459181067604507422,0.758333325386,3.60263085365,-2.54904937744,1.98415899277,-4.62189483643,0.0
1459181067621216410,0.774999976158,3.63695073128,-2.62961816788,2.13421607018,-5.04636859894,0.0
1459181067637349582,0.791666686535,3.65387105942,-2.67167115211,-0.103768736124,0.0,0.0
1459181067654336399,0.808333337307,3.68099856377,-2.73863768578,3.35906076431,-8.03597640991,0.0
1459181067670420084,0.824999988079,3.70837759972,-2.80560421944,-0.0735714435577,0.0,0.0
1459181067687285862,0.841666638851,3.73440027237,-2.87106561661,3.19629025459,-7.85537672043,0.0
1459181067704316172,0.858333349228,3.78007483482,-2.98432803154,2.28466081619,-5.736120224,0.0
1459181067741540355,0.875,3.79882049561,-3.0321290493,-0.0351695902646,0.0,20.0
1459181067747603080,0.891666650772,3.82455396652,-3.0996773243,3.12318706512,-8.10577964783,20.0
1459181067753827420,0.908333361149,3.85052633286,-3.16722536087,-0.00650336360559,0.0,20.0
1459181067771402205,0.925000011921,3.87307548523,-3.22811532021,2.7124068737,-7.30677223206,20.0
1459181067788010244,0.941666662693,3.91625356674,-3.34563350677,2.46895170212,-6.79542541504,20.0
1459181067806154909,0.958333313465,3.93709349632,-3.40226197243,0.0318482220173,0.0,20.0
1459181067820655002,0.975000023842,3.9479470253,-3.43317532539,1.27056086063,-3.7095785141,20.0
1459181067837717353,0.991666674614,3.96996474266,-3.49892663956,1.3715801239,-4.18058204651,20.0
1459181067854378902,1.00833332539,3.98069047928,-3.53376483917,-0.0845069736242,0.0,20.0
1459181067870819440,1.02499997616,3.98879027367,-3.5637357235,1.05647778511,-3.59652853012,20.0
1459181067889198590,1.04166662693,4.0019569397,-3.61169934273,0.523505091667,-2.15908288956,20.0
1459181067905722633,1.0583332777,4.00432825089,-3.6296916008,-0.238896712661,0.0,20.0
1459181067938405546,1.07500004768,4.00754070282,-3.65335869789,0.624348580837,-2.84005594254,0.0
1459181067944717879,1.09166669846,4.00980806351,-3.67702579498,-0.35226893425,0.0,0.0
1459181067954879506,1.10833334923,4.01035499573,-3.6984307766,0.417924284935,-2.56857347488,0.0
1459181067972009688,1.125,4.00991916656,-3.71983551979,-0.470228165388,0.0,0.0
1459181067987425630,1.14166665077,4.00745105743,-3.73798179626,0.174085736275,-2.17755723,0.0
1459181068004700254,1.15833330154,4.00877094269,-3.77098894119,-0.0157257989049,-1.78330409527,0.0
1459181068020865685,1.17499995232,4.00318479538,-3.78584980965,-0.654610514641,0.0,0.0
1459181068037984548,1.1916667223,3.99780321121,-3.80429577827,0.00881537981331,-2.21351385117,0.0
1459181068054753743,1.20833337307,3.99139642715,-3.8227417469,-0.777640938759,0.0,0.0
1459181068071351938,1.22500002384,3.98343348503,-3.83930492401,-0.177902877331,-1.98757708073,0.0
1459181068087909056,1.24166667461,3.98136854172,-3.87665057182,-0.0698838979006,-2.49390220642,0.0
1459181068104283767,1.25833332539,3.97275996208,-3.89743304253,-0.963151097298,0.0,0.0
1459181068141192896,1.27499997616,3.95985507965,-3.90815758705,-0.585426151752,-1.28693723679,20.0
1459181068145938449,1.29166662693,3.95017910004,-3.9312775135,-0.575702250004,-1.48746550083,20.0
1459181068153849129,1.3083332777,3.93579745293,-3.94367313385,-1.15008914471,0.0,20.0
1459181068170330898,1.32500004768,3.92332673073,-3.96396303177,-0.346396327019,-2.43479275703,20.0
1459181068187064560,1.34166669846,3.9141023159,-3.99617958069,-0.760544359684,-1.43118226528,20.0
1459181068205696461,1.35833334923,3.89780807495,-4.0112862587,-1.19475483894,-0.381654411554,20.0
1459181068221470762,1.375,3.87780404091,-4.01864671707,-1.20571649075,-0.501583039761,20.0
1459181068238203159,1.39166665077,3.85569930077,-4.0228266716,-1.44686436653,0.0,20.0
1459181068255183301,1.40833330154,3.83282732964,-4.02722215652,-1.29778194427,-0.527446210384,20.0
1459181068271234082,1.42499995232,3.80975008011,-4.03337717056,-1.47146630287,-0.211199462414,20.0
1459181068287883332,1.4416667223,3.78411865234,-4.03513717651,-1.60430896282,0.0,20.0
1459181068304755103,1.45833337307,3.75659942627,-4.03418254852,-1.69801163673,0.114601299167,20.0
1459181068348470850,1.47500002384,3.72723650932,-4.03061389923,-1.82552373409,0.3136331141,20.0
1459181068354347394,1.49166667461,3.69666218758,-4.02589130402,-1.8434060812,0.25308355689,20.0
1459181068361266285,1.50833332539,3.6664993763,-4.02378225327,-1.77612328529,0.0,20.0
1459181068370933018,1.52499997616,3.6365711689,-4.02378225327,-1.81526684761,0.0,20.0
1459181068387575941,1.54166662693,3.60488033295,-4.02123641968,-1.98762965202,0.305478483438,20.0
1459181068404459810,1.5583332777,3.57261323929,-4.01869058609,-1.88441932201,0.0,20.0
1459181068421125747,1.57500004768,3.53959083557,-4.01574420929,-2.07826423645,0.353593379259,20.0
1459181068437345002,1.59166669846,3.5025908947,-4.00528907776,-2.36172866821,0.901005089283,20.0
1459181068454518406,1.60833334923,3.46654486656,-3.99778079987,-1.96380066872,0.0,20.0
1459181068471249943,1.625,3.42770838737,-3.98537564278,-2.69659090042,1.48861241341,20.0
1459181068487481086,1.64166665077,3.38227891922,-3.95990586281,-2.75494933128,1.56776225567,20.0
1459181068504531809,1.65833330154,3.34260058403,-3.94684123993,-2.00644254684,0.0,20.0
1459181068555781955,1.67499995232,3.30044198036,-3.92933726311,-3.05258703232,2.10047674179,0.0
1459181068560311645,1.6916667223,3.23661994934,-3.86837387085,-4.60606861115,5.21511983871,0.0
1459181068563799637,1.70833337307,3.1815237999,-3.82491469383,-2.00545096397,0.0,0.0
1459181068570245426,1.72500002384,3.10899925232,-3.74677300453,-6.69748926163,9.37698364258,0.0
1459181068587494370,1.74166667461,2.99717879295,-3.58993029594,-6.72098207474,9.44415187836,0.0
1459181068604167216,1.75833332539,2.92391610146,-3.51122903824,-2.0705499649,0.0,0.0
1459181068620770086,1.77499997616,2.84377574921,-3.41716241837,-7.54628133774,11.2880048752,0.0
1459181068639081356,1.79166662693,2.67212152481,-3.13122391701,-13.0522136688,23.024597168,0.0
1459181068654268935,1.8083332777,2.53577971458,-2.93935227394,-3.30881214142,0.0,0.0
1459181068672188437,1.82500004768,2.38739585876,-2.70839810371,-14.4972400665,27.7145080566,0.0
1459181068687796797,1.84166669846,2.22090888023,-2.47744393349,-5.48122406006,0.0,0.0
1459181068704277474,1.85833334923,2.05551552773,-2.21633553505,-14.3659763336,31.3329811096,0.0
1459181068746770100,1.875,1.86374390125,-1.95522749424,-8.64660358429,0.0,0.0
1459181068758466776,1.89166665077,1.66193675995,-1.42471826077,-15.5702533722,63.6611022949,0.0
1459181068763583228,1.90833330154,1.3930324316,-0.894209086895,-16.6982631683,0.0,0.0
1459181068770251861,1.92499995232,1.11542701721,-0.894209086895,-16.6143989563,0.0,0.0
1459181068787668445,1.9416667223,0.906149029732,-0.65527421236,-8.49895191193,28.6721858978,0.0
1459181068805265364,1.95833337307,0.684700667858,-0.416339308023,-18.074848175,0.0,0.0
1459181068822137244,1.97500002384,0.470922529697,-0.214429974556,-7.57853031158,24.2291202545,0.0
1459181068837547238,1.99166667461,0.301481544971,0.0945396348834,-12.7543869019,12.8472328186,0.0
1459181068854771959,2.0083334446,0.0362829230726,0.201599910855,-19.0694484711,0.0,0.0
1459181068871084610,2.02500009537,-0.219082012773,0.326929777861,-11.5743436813,15.0395832062,0.0
1459181068887947699,2.04166674614,-0.440374672413,0.518314063549,-14.9807748795,7.92653226852,0.0
1459181068905035614,2.05833339691,-0.718478381634,0.584368526936,-18.3916702271,0.0,0.0
1459181068966285791,2.07500004768,-1.00136590004,0.658706068993,-15.5548353195,8.9205083847,0.0
1459181068971503157,2.09166669846,-1.26560437679,0.786889255047,-16.1537780762,6.46147632599,0.0
1459181068988583772,2.10833334923,-1.54007399082,0.840734899044,-16.782579422,0.0,0.0
1459181069006106824,2.125,-1.82050573826,0.842719912529,-16.869222641,0.238199234009,0.0
1459181069020917783,2.14166665077,-2.10184407234,0.844704926014,-16.8913822174,0.0,0.0
1459181069039333162,2.15833330154,-2.37972903252,0.831635296345,-16.4548187256,-1.56835579872,0.0
1459181069054830375,2.17499995232,-2.6553068161,0.807941377163,-16.6145191193,-1.27491164207,0.0
1459181069072976605,2.19166660309,-2.92973256111,0.781096100807,-16.3165512085,-1.94651889801,0.0
1459181069088203979,2.20833325386,-3.20982432365,0.764875113964,-17.2944812775,0.0,0.0
1459181069105031712,2.22499990463,-3.48375868797,0.736231386662,-15.5776357651,-3.43724942207,0.0
1459181069151709167,2.2416665554,-3.74614548683,0.685886204243,-15.908782959,-2.60416960716,0.0
1459181069155490249,2.2583334446,-4.00650024414,0.630951046944,-15.333776474,-3.98805546761,20.0
1459181069158166668,2.27500009537,-4.27060270309,0.597717225552,-16.358537674,0.0,20.0
1459181069171299054,2.29166674614,-4.54254484177,0.597717225552,-16.2745189667,0.0,20.0
1459181069188183904,2.30833339691,-4.81247329712,0.563134133816,-16.1168823242,-4.14997053146,20.0
1459181069204525943,2.32500004768,-5.07880496979,0.507555067539,-15.8428888321,-2.51951575279,20.0
1459181069221727004,2.34166669846,-5.33715105057,0.486559122801,-15.1586437225,0.0,20.0
1459181069238654448,2.35833334923,-5.59918498993,0.457723706961,-16.2854423523,-3.46025109291,20.0
1459181069254596623,2.375,-5.86465644836,0.412937760353,-15.5711650848,-1.91406142712,20.0
1459181069271833813,2.39166665077,-6.123234272,0.382480025291,-15.4581670761,-1.74086475372,20.0
1459181069288662040,2.40833330154,-6.37348651886,0.367972820997,-14.5720911026,0.0,20.0
1459181069305359430,2.42499995232,-6.62623357773,0.348116219044,-15.75756073,-2.38279247284,20.0
1459181069378117300,2.44166660309,-6.89140081406,0.303294092417,-16.0624904633,-2.99586224556,20.0
1459181069386152001,2.45833325386,-7.15673685074,0.260785967112,-15.7778196335,-2.10511279106,0.0
1459181069402318046,2.47499990463,-7.41939020157,0.228716492653,-15.7405967712,-1.74322509766,0.0
1459181069419488977,2.4916665554,-7.68350458145,0.191732943058,-15.9531469345,-2.69480013847,0.0
1459181069435592187,2.5083334446,-7.94957590103,0.169276282191,-15.975402832,0.0,0.0
1459181069452388465,2.52500009537,-8.21359348297,0.144496560097,-15.7067470551,-2.97356629372,0.0
1459181069469952558,2.54166674614,-8.47758769989,0.102053336799,-15.9725255966,-2.11962103844,0.0
1459181069486685910,2.55833339691,-8.75033950806,0.0843898206949,-16.7576580048,0.0,0.0
1459181069502463231,2.57500004768,-9.01732635498,0.0553417988122,-15.2807626724,-3.48576283455,0.0
1459181069520096959,2.59166669846,-9.28619670868,0.0262937769294,-16.9836750031,0.0,0.0
1459181069586989857,2.60833334923,-9.5349149704,-0.0419315472245,-12.8625249863,-8.18703937531,0.0
1459181069604051422,2.625,-9.782579422,-0.110156871378,-16.8571834564,0.0,0.0
1459181069621757791,2.64166665077,-10.0530252457,-0.133046045899,-15.5963191986,-2.74670004845,0.0
1459181069637157699,2.65833330154,-10.3155565262,-0.170340880752,-15.9075050354,-1.72868013382,0.0
